,Date,16-18kg,18-20kg,20-22kg,22-24kg,CPI (Dec20$),,Real 16-18kg,Real 18-20kg,Real 20-22kg,Real 22-24kg
623,13/08/2012,420,442,435,411,0.869,,483.3141542,508.6306099,500.575374,472.9574223
624,20/08/2012,420,413,404,396,0.869,,483.3141542,475.2589183,464.9021864,455.6962025
625,27/08/2012,420,403,393,390,0.869,,483.3141542,463.7514384,452.2439586,448.7917146
626,3/09/2012,420,412,407,404,0.869,,483.3141542,474.1081703,468.3544304,464.9021864
627,10/09/2012,400,427,421,416,0.869,,460.2991945,491.3693901,484.4649022,478.7111623
628,17/09/2012,390,419,416,410,0.869,,448.7917146,482.1634062,478.7111623,471.8066743
629,24/09/2012,390,409,410,404,0.869,,448.7917146,470.6559264,471.8066743,464.9021864
630,1/10/2012,385,403,404,398,0.87,,442.5287356,463.2183908,464.3678161,457.4712644
631,8/10/2012,365,401,399,384,0.87,,419.5402299,460.9195402,458.6206897,441.3793103
632,15/10/2012,360,397,395,380,0.87,,413.7931034,456.3218391,454.0229885,436.7816092
633,22/10/2012,360,394,395,386,0.87,,413.7931034,452.8735632,454.0229885,443.6781609
634,29/10/2012,360,373,371,365,0.87,,413.7931034,428.7356322,426.4367816,419.5402299
635,5/11/2012,360,362,363,360,0.87,,413.7931034,416.091954,417.2413793,413.7931034
636,12/11/2012,355,357,358,360,0.87,,408.045977,410.3448276,411.4942529,413.7931034
637,19/11/2012,345,341,342,346,0.87,,396.5517241,391.954023,393.1034483,397.7011494
638,26/11/2012,335,341,342,341,0.87,,385.0574713,391.954023,393.1034483,391.954023
639,3/12/2012,335,351,351,348,0.87,,385.0574713,403.4482759,403.4482759,400
640,10/12/2012,340,358,358,355,0.87,,390.8045977,411.4942529,411.4942529,408.045977
641,7/01/2013,357,367,367,364,0.874,,408.4668192,419.9084668,419.9084668,416.4759725
642,14/01/2013,350,366,366,362,0.874,,400.4576659,418.7643021,418.7643021,414.187643
643,21/01/2013,350,355,355,355,0.874,,400.4576659,406.1784897,406.1784897,406.1784897
644,28/01/2013,350,355,358,355,0.874,,400.4576659,406.1784897,409.610984,406.1784897
645,4/02/2013,353,359,358,357,0.874,,403.8901602,410.7551487,409.610984,408.4668192
646,11/02/2013,353,359,358,357,0.874,,403.8901602,410.7551487,409.610984,408.4668192
647,18/02/2013,360,368,368,362,0.874,,411.8993135,421.0526316,421.0526316,414.187643
648,25/02/2013,380,391,394,389,0.874,,434.7826087,447.3684211,450.8009153,445.0800915
649,4/03/2013,403,408,411,403,0.874,,461.0983982,466.819222,470.2517162,461.0983982
650,11/03/2013,410,422,422,421,0.874,,469.1075515,482.8375286,482.8375286,481.6933638
651,18/03/2013,417,431,431,430,0.874,,477.1167048,493.1350114,493.1350114,491.9908467
652,25/03/2013,417,431,431,430,0.874,,477.1167048,493.1350114,493.1350114,491.9908467
653,1/04/2013,417,433,437,432,0.877,,475.4846066,493.7286203,498.2896237,492.5883694
654,8/04/2013,417,434,438,433,0.877,,475.4846066,494.8688712,499.4298746,493.7286203
655,15/04/2013,407,425,425,424,0.877,,464.0820981,484.6066135,484.6066135,483.4663626
656,22/04/2013,407,425,425,423,0.877,,464.0820981,484.6066135,484.6066135,482.3261117
657,29/04/2013,400,421,421,420,0.877,,456.1003421,480.04561,480.04561,478.9053592
658,6/05/2013,350,416,416,420,0.877,,399.0877993,474.3443558,474.3443558,478.9053592
659,13/05/2013,300,405,406,410,0.877,,342.0752566,461.8015964,462.9418472,467.5028506
660,20/05/2013,350,416,416,419,0.877,,399.0877993,474.3443558,474.3443558,477.7651083
661,27/05/2013,395,433,431,429,0.877,,450.3990878,493.7286203,491.4481186,489.1676169
662,3/06/2013,360,448,447,439,0.877,,410.4903079,510.8323831,509.6921323,500.5701254
663,10/06/2013,370,460,460,449,0.877,,421.8928164,524.5153934,524.5153934,511.972634
664,17/06/2013,380,491,490,480,0.877,,433.295325,559.8631699,558.722919,547.3204105
665,24/06/2013,390,496,494,485,0.877,,444.6978335,565.5644242,563.2839225,553.0216648
666,1/07/2013,390,496,494,485,0.887,,439.6843292,559.1882751,556.9334837,546.7869222
667,8/07/2013,400,504,501,498,0.887,,450.9582864,568.2074408,564.8252537,561.4430665
668,15/07/2013,410,509,506,498,0.887,,462.2322435,573.8444194,570.4622322,561.4430665
669,22/07/2013,410,509,506,499,0.887,,462.2322435,573.8444194,570.4622322,562.5704622
670,29/07/2013,410,509,506,503,0.887,,462.2322435,573.8444194,570.4622322,567.0800451
671,5/08/2013,410,509,506,503,0.887,,462.2322435,573.8444194,570.4622322,567.0800451
672,12/08/2013,400,509,506,503,0.887,,450.9582864,573.8444194,570.4622322,567.0800451
673,19/08/2013,365,479,479,483,0.887,,411.4994363,540.0225479,540.0225479,544.5321308
674,26/08/2013,350,460,460,461,0.887,,394.5885006,518.6020293,518.6020293,519.729425
675,2/09/2013,350,447,447,448,0.887,,394.5885006,503.945885,503.945885,505.0732807
676,9/09/2013,,458,458,453,0.887,,,516.3472379,516.3472379,510.7102593
677,16/09/2013,,453,453,448,0.887,,,510.7102593,510.7102593,505.0732807
678,23/09/2013,,453,453,448,0.887,,,510.7102593,510.7102593,505.0732807
679,30/09/2013,,451,451,444,0.887,,,508.4554679,508.4554679,500.5636979
680,7/10/2013,,449,449,443,0.894,,,502.2371365,502.2371365,495.5257271
681,14/10/2013,,448,448,442,0.894,,,501.1185682,501.1185682,494.4071588
682,21/10/2013,,424,424,419,0.894,,,474.2729306,474.2729306,468.6800895
683,28/10/2013,,419,419,413,0.894,,,468.6800895,468.6800895,461.9686801
684,4/11/2013,,420,420,414,0.894,,,469.7986577,469.7986577,463.0872483
685,11/11/2013,,418,418,411,0.894,,,467.5615213,467.5615213,459.7315436
686,18/11/2013,,421,421,416,0.894,,,470.917226,470.917226,465.3243848
687,25/11/2013,,420,420,414,0.894,,,469.7986577,469.7986577,463.0872483
688,2/12/2013,,420,420,421,0.894,,,469.7986577,469.7986577,470.917226
689,9/12/2013,,432,432,428,0.894,,,483.2214765,483.2214765,478.7472036
690,16/12/2013,,432.75,432.75,428,0.894,,,484.0604027,484.0604027,478.7472036
691,23/12/2013,,433.5,433.5,428,0.894,,,484.8993289,484.8993289,478.7472036
692,30/12/2013,,434.25,434.25,428,0.894,,,485.738255,485.738255,478.7472036
693,6/01/2014,,435,435,428,0.899,,,483.8709677,483.8709677,476.0845384
694,13/01/2014,,436,436,429,0.899,,,484.9833148,484.9833148,477.1968854
695,20/01/2014,,441,441,433,0.899,,,490.5450501,490.5450501,481.6462736
696,27/01/2014,,446,446,440,0.899,,,496.1067853,496.1067853,489.432703
697,3/02/2014,,453,453,446,0.899,,,503.8932147,503.8932147,496.1067853
698,10/02/2014,,466,466,461,0.899,,,518.3537264,518.3537264,512.7919911
699,17/02/2014,,487,487,481,0.899,,,541.7130145,541.7130145,535.0389321
700,24/02/2014,,517,523,518,0.899,,,575.083426,581.7575083,576.1957731
701,3/03/2014,,539,539,537,0.899,,,599.5550612,599.5550612,597.3303671
702,10/03/2014,,571,571,566,0.899,,,635.1501669,635.1501669,629.5884316
703,17/03/2014,,578,578,576,0.899,,,642.9365962,642.9365962,640.7119021
704,24/03/2014,,573,573,571,0.899,,,637.374861,637.374861,635.1501669
705,31/03/2014,,571,571,568,0.899,,,635.1501669,635.1501669,631.8131257
706,7/04/2014,,565,565,561,0.904,,,625,625,620.5752212
707,14/04/2014,,568,568,566,0.904,,,628.3185841,628.3185841,626.1061947
708,21/04/2014,,577,577,571,0.904,,,638.2743363,638.2743363,631.6371681
709,28/04/2014,,586,586,577,0.904,,,648.2300885,648.2300885,638.2743363
710,5/05/2014,,594,594,587,0.904,,,657.079646,657.079646,649.3362832
711,12/05/2014,,594,594,587,0.904,,,657.079646,657.079646,649.3362832
712,19/05/2014,,596,596,588,0.904,,,659.2920354,659.2920354,650.4424779
713,26/05/2014,,587,587,584,0.904,,,649.3362832,649.3362832,646.0176991
714,2/06/2014,,584,584,582,0.904,,,646.0176991,646.0176991,643.8053097
715,9/06/2014,,586,586,584,0.904,,,648.2300885,648.2300885,646.0176991
716,16/06/2014,,592,592,588,0.904,,,654.8672566,654.8672566,650.4424779
717,23/06/2014,,589,589,585,0.904,,,651.5486726,651.5486726,647.1238938
718,30/06/2014,,587,587,583,0.904,,,649.3362832,649.3362832,644.9115044
719,7/07/2014,,570,573,570,0.908,,,627.753304,631.0572687,627.753304
720,14/07/2014,,561,564,566,0.908,,,617.8414097,621.1453744,623.3480176
721,21/07/2014,,558,561,566,0.908,,,614.5374449,617.8414097,623.3480176
722,28/07/2014,,534,539,550,0.908,,,588.1057269,593.6123348,605.7268722
723,4/08/2014,,516,520,525,0.908,,,568.2819383,572.6872247,578.1938326
724,11/08/2014,,495,495,500,0.908,,,545.154185,545.154185,550.660793
725,18/08/2014,,490,488,489,0.908,,,539.6475771,537.4449339,538.5462555
726,25/08/2014,,490,488,489,0.908,,,539.6475771,537.4449339,538.5462555
727,1/09/2014,,497,497,489,0.908,,,547.3568282,547.3568282,538.5462555
728,8/09/2014,,499,499,491,0.908,,,549.5594714,549.5594714,540.7488987
729,15/09/2014,,489,489,488,0.908,,,538.5462555,538.5462555,537.4449339
730,22/09/2014,,492,492,491,0.908,,,541.8502203,541.8502203,540.7488987
731,29/09/2014,,492,492,491,0.908,,,541.8502203,541.8502203,540.7488987
732,6/10/2014,,491,491,490,0.91,,,539.5604396,539.5604396,538.4615385
733,13/10/2014,,490,490,490,0.91,,,538.4615385,538.4615385,538.4615385
734,20/10/2014,,483,483,482,0.91,,,530.7692308,530.7692308,529.6703297
735,27/10/2014,,470,470,468,0.91,,,516.4835165,516.4835165,514.2857143
736,3/11/2014,,468,470,468,0.91,,,514.2857143,516.4835165,514.2857143
737,10/11/2014,,463,467,463,0.91,,,508.7912088,513.1868132,508.7912088
738,17/11/2014,,463,467,463,0.91,,,508.7912088,513.1868132,508.7912088
739,24/11/2014,,472,476,471,0.91,,,518.6813187,523.0769231,517.5824176
740,1/12/2014,,484,488,488,0.91,,,531.8681319,536.2637363,536.2637363
741,8/12/2014,,496,500,501,0.91,,,545.0549451,549.4505495,550.5494505
742,15/12/2014,,501,505,504,0.91,,,550.5494505,554.9450549,553.8461538
743,22/12/2014,,502.75,507.75,507,0.91,,,552.4725275,557.967033,557.1428571
744,29/12/2014,,504.5,510.5,510,0.91,,,554.3956044,560.989011,560.4395604
745,5/01/2015,,506.25,513.25,513,0.911,,,555.7080132,563.3918771,563.1174533
746,12/01/2015,,508,516,516,0.911,,,557.6289791,566.4105379,566.4105379
747,19/01/2015,,521,531,533,0.911,,,571.8990121,582.8759605,585.0713502
748,26/01/2015,,523,533,534,0.911,,,574.0944018,585.0713502,586.169045
749,2/02/2015,,530,540,543,0.911,,,581.7782656,592.7552141,596.0482986
750,9/02/2015,,540,550,554,0.911,,,592.7552141,603.7321625,608.1229418
751,16/02/2015,,534,544,546,0.911,,,586.169045,597.1459934,599.3413831
752,23/02/2015,,521,531,531,0.911,,,571.8990121,582.8759605,582.8759605
753,2/03/2015,,530,540,530,0.911,,,581.7782656,592.7552141,581.7782656
754,9/03/2015,,525,535,527,0.911,,,576.2897914,587.2667398,578.4851811
755,16/03/2015,,516,526,517,0.911,,,566.4105379,577.3874863,567.5082327
756,23/03/2015,,510,520,510,0.911,,,559.8243688,570.8013172,559.8243688
757,30/03/2015,,515,525,516,0.911,,,565.312843,576.2897914,566.4105379
758,6/04/2015,,519,529,520,0.917,,,565.9760087,576.8811341,567.0665213
759,13/04/2015,,525,535,527,0.917,,,572.519084,583.4242094,574.7001091
760,20/04/2015,,529,539,531,0.917,,,576.8811341,587.7862595,579.0621592
761,27/04/2015,,535,545,539,0.917,,,583.4242094,594.3293348,587.7862595
762,4/05/2015,,535,545,531,0.917,,,583.4242094,594.3293348,579.0621592
763,11/05/2015,,535,554,551,0.917,,,583.4242094,604.1439477,600.87241
764,18/05/2015,,539,558,556,0.917,,,587.7862595,608.5059978,606.3249727
765,25/05/2015,,549,561,560,0.917,,,598.691385,611.7775354,610.6870229
766,1/06/2015,,554,567,567,0.917,,,604.1439477,618.3206107,618.3206107
767,8/06/2015,,554,567,570,0.917,,,604.1439477,618.3206107,621.5921483
768,15/06/2015,,551,566,565,0.917,,,600.87241,617.2300981,616.1395856
769,22/06/2015,,546,564,563,0.917,,,595.4198473,615.0490731,613.9585605
770,29/06/2015,,560,576,571,0.917,,,610.6870229,628.1352236,622.6826609
771,6/07/2015,,558,573,569,0.922,,,605.2060738,621.4750542,617.1366594
772,13/07/2015,,558,573,569,0.922,,,605.2060738,621.4750542,617.1366594
773,20/07/2015,,570,575,570,0.922,,,618.2212581,623.6442516,618.2212581
774,27/07/2015,,570,575,570,0.922,,,618.2212581,623.6442516,618.2212581
775,3/08/2015,,570,579,576,0.922,,,618.2212581,627.9826464,624.7288503
776,10/08/2015,,571,580,577,0.922,,,619.3058568,629.0672451,625.813449
777,17/08/2015,,567,576,574,0.922,,,614.967462,624.7288503,622.5596529
778,24/08/2015,,567,576,574,0.922,,,614.967462,624.7288503,622.5596529
779,31/08/2015,,569,578,577,0.922,,,617.1366594,626.8980477,625.813449
780,7/09/2015,,565,578,582,0.922,,,612.7982646,626.8980477,631.2364425
781,14/09/2015,,558,568,568,0.922,,,605.2060738,616.0520607,616.0520607
782,21/09/2015,,543,553,549,0.922,,,588.9370933,599.7830803,595.4446855
783,28/09/2015,,539,549,544,0.922,,,584.5986985,595.4446855,590.021692
784,5/10/2015,,526,536,530,0.925,,,568.6486486,579.4594595,572.972973
785,12/10/2015,,478,494,494,0.925,,,516.7567568,534.0540541,534.0540541
786,19/10/2015,,465,478,478,0.925,,,502.7027027,516.7567568,516.7567568
787,26/10/2015,,468,488,488,0.925,,,505.9459459,527.5675676,527.5675676
788,2/11/2015,,470,493,493,0.925,,,508.1081081,532.972973,532.972973
789,9/11/2015,,487,512,512,0.925,,,526.4864865,553.5135135,553.5135135
790,16/11/2015,,500,525,525,0.925,,,540.5405405,567.5675676,567.5675676
791,23/11/2015,,505,530,530,0.925,,,545.9459459,572.972973,572.972973
792,30/11/2015,,505,530,530,0.925,,,545.9459459,572.972973,572.972973
793,7/12/2015,,500,525,525,0.925,,,540.5405405,567.5675676,567.5675676
794,14/12/2015,,500,520,520,0.925,,,540.5405405,562.1621622,562.1621622
795,21/12/2015,,498.75,520.5,520.5,0.925,,,539.1891892,562.7027027,562.7027027
796,28/12/2015,,497.5,521,521,0.925,,,537.8378378,563.2432432,563.2432432
797,4/01/2016,,496.25,521.5,521.5,0.923,,,537.6489707,565.0054171,565.0054171
798,11/01/2016,,495,522,522,0.923,,,536.2946912,565.5471289,565.5471289
799,18/01/2016,,482,508,508,0.923,,,522.2101842,550.3791983,550.3791983
800,25/01/2016,,488,508,508,0.923,,,528.7107259,550.3791983,550.3791983
801,1/02/2016,,498,518,518,0.923,,,539.5449621,561.2134345,561.2134345
802,8/02/2016,,508,528,530,0.923,,,550.3791983,572.0476706,574.2145179
803,15/02/2016,,505,525,527,0.923,,,547.1289274,568.7973998,570.964247
804,22/02/2016,,505,525,527,0.923,,,547.1289274,568.7973998,570.964247
805,29/02/2016,,503,523,523,0.923,,,544.9620802,566.6305525,566.6305525
806,7/03/2016,,485,502,502,0.923,,,525.460455,543.8786566,543.8786566
807,14/03/2016,,483,500,500,0.923,,,523.2936078,541.7118093,541.7118093
808,21/03/2016,,485,502,502,0.923,,,525.460455,543.8786566,543.8786566
809,28/03/2016,,485,502,502,0.923,,,525.460455,543.8786566,543.8786566
810,4/04/2016,,506,514,514,0.927,,,545.8468177,554.4768069,554.4768069
811,11/04/2016,,502,510,510,0.927,,,541.5318231,550.1618123,550.1618123
812,18/04/2016,,500,508,508,0.927,,,539.3743258,548.004315,548.004315
813,25/04/2016,,500,508,508,0.927,,,539.3743258,548.004315,548.004315
814,2/05/2016,,502,510,510,0.927,,,541.5318231,550.1618123,550.1618123
815,9/05/2016,,512,520,520,0.927,,,552.3193096,560.9492988,560.9492988
816,16/05/2016,,512,520,520,0.927,,,552.3193096,560.9492988,560.9492988
817,23/05/2016,,540,548,540,0.927,,,582.5242718,591.1542611,582.5242718
818,30/05/2016,,574,582,578,0.927,,,619.201726,627.8317152,623.5167206
819,6/06/2016,,580,588,584,0.927,,,625.6742179,634.3042071,629.9892125
820,13/06/2016,,584,592,588,0.927,,,629.9892125,638.6192017,634.3042071
821,20/06/2016,,592,600,596,0.927,,,638.6192017,647.2491909,642.9341963
822,27/06/2016,,596,604,600,0.927,,,642.9341963,651.5641855,647.2491909
823,4/07/2016,,608,616,616,0.933,,,651.6613076,660.2357985,660.2357985
824,11/07/2016,,604,612,612,0.933,,,647.3740622,655.9485531,655.9485531
825,18/07/2016,,602,610,610,0.933,,,645.2304394,653.8049303,653.8049303
826,25/07/2016,,602,610,610,0.933,,,645.2304394,653.8049303,653.8049303
827,1/08/2016,,602,610,610,0.933,,,645.2304394,653.8049303,653.8049303
828,8/08/2016,,602,610,610,0.933,,,645.2304394,653.8049303,653.8049303
829,15/08/2016,,602,610,610,0.933,,,645.2304394,653.8049303,653.8049303
830,22/08/2016,,588,598,598,0.933,,,630.2250804,640.943194,640.943194
831,29/08/2016,,563,575,575,0.933,,,603.4297964,616.2915327,616.2915327
832,5/09/2016,,543,560,560,0.933,,,581.9935691,600.2143623,600.2143623
833,12/09/2016,,543,560,560,0.933,,,581.9935691,600.2143623,600.2143623
834,19/09/2016,,553,570,570,0.933,,,592.7116827,610.9324759,610.9324759
835,26/09/2016,,560,578,578,0.933,,,600.2143623,619.5069668,619.5069668
836,3/10/2016,,555,573,573,0.939,,,591.0543131,610.2236422,610.2236422
837,10/10/2016,,558,566,575,0.939,,,594.2492013,602.7689031,612.3535676
838,17/10/2016,,534,550,548,0.939,,,568.6900958,585.7294995,583.599574
839,24/10/2016,,530,546,543,0.939,,,564.4302449,581.4696486,578.2747604
840,31/10/2016,,526,542,543,0.939,,,560.170394,577.2097977,578.2747604
841,7/11/2016,,530,546,543,0.939,,,564.4302449,581.4696486,578.2747604
842,14/11/2016,,518,534,533,0.939,,,551.6506922,568.6900958,567.6251331
843,21/11/2016,,518,534,533,0.939,,,551.6506922,568.6900958,567.6251331
844,28/11/2016,,518,534,533,0.939,,,551.6506922,568.6900958,567.6251331
845,5/12/2016,,516,524,530,0.939,,,549.5207668,558.0404686,564.4302449
846,12/12/2016,,514,522,528,0.939,,,547.3908413,555.9105431,562.3003195
847,19/12/2016,,515.2,524.8,530.4,0.939,,,548.6687966,558.8924388,564.85623
848,26/12/2016,,516.4,527.6,532.8,0.939,,,549.9467519,561.8743344,567.4121406
849,2/01/2017,,517.6,530.4,535.2,0.943,,,548.8865323,562.4602333,567.5503712
850,9/01/2017,,518.8,533.2,537.6,0.943,,,550.1590668,565.4294804,570.0954401
851,16/01/2017,,520,536,540,0.943,,,551.4316013,568.3987275,572.640509
852,23/01/2017,,547,563,567,0.943,,,580.0636267,597.0307529,601.2725345
853,30/01/2017,,571,587,583,0.943,,,605.514316,622.4814422,618.2396607
854,6/02/2017,,586,602,602,0.943,,,621.4209968,638.388123,638.388123
855,13/02/2017,,594,602,602,0.943,,,629.9045599,638.388123,638.388123
856,20/02/2017,,626,626,626,0.943,,,663.8388123,663.8388123,663.8388123
857,27/02/2017,,624,624,624,0.943,,,661.7179215,661.7179215,661.7179215
858,6/03/2017,,622,622,622,0.943,,,659.5970308,659.5970308,659.5970308
859,13/03/2017,,620,620,620,0.943,,,657.47614,657.47614,657.47614
860,20/03/2017,,620,620,620,0.943,,,657.47614,657.47614,657.47614
861,27/03/2017,,622,622,622,0.943,,,659.5970308,659.5970308,659.5970308
862,3/04/2017,,644,644,644,0.945,,,681.4814815,681.4814815,681.4814815
863,10/04/2017,,652,652,652,0.945,,,689.9470899,689.9470899,689.9470899
864,17/04/2017,,658,658,658,0.945,,,696.2962963,696.2962963,696.2962963
865,24/04/2017,,656,656,656,0.945,,,694.1798942,694.1798942,694.1798942
866,1/05/2017,,644,644,644,0.945,,,681.4814815,681.4814815,681.4814815
867,8/05/2017,,638,638,638,0.945,,,675.1322751,675.1322751,675.1322751
868,15/05/2017,,638,638,638,0.945,,,675.1322751,675.1322751,675.1322751
869,22/05/2017,,640,640,640,0.945,,,677.2486772,677.2486772,677.2486772
870,29/05/2017,,642,642,642,0.945,,,679.3650794,679.3650794,679.3650794
871,5/06/2017,,642,642,642,0.945,,,679.3650794,679.3650794,679.3650794
872,12/06/2017,,642,642,642,0.945,,,679.3650794,679.3650794,679.3650794
873,19/06/2017,,636,636,636,0.945,,,673.015873,673.015873,673.015873
874,26/06/2017,,632,632,632,0.945,,,668.7830688,668.7830688,668.7830688
875,3/07/2017,,596,596,596,0.951,,,626.7087277,626.7087277,626.7087277
876,10/07/2017,,596,596,596,0.951,,,626.7087277,626.7087277,626.7087277
877,17/07/2017,,596,596,596,0.951,,,626.7087277,626.7087277,626.7087277
878,24/07/2017,,594,594,594,0.951,,,624.6056782,624.6056782,624.6056782
879,31/07/2017,,590,590,590,0.951,,,620.3995794,620.3995794,620.3995794
880,7/08/2017,,600,600,600,0.951,,,630.9148265,630.9148265,630.9148265
881,14/08/2017,,600,600,600,0.951,,,630.9148265,630.9148265,630.9148265
882,21/08/2017,,604,604,604,0.951,,,635.1209253,635.1209253,635.1209253
883,28/08/2017,,598,598,598,0.951,,,628.8117771,628.8117771,628.8117771
884,4/09/2017,,598,598,598,0.951,,,628.8117771,628.8117771,628.8117771
885,11/09/2017,,612,612,612,0.951,,,643.533123,643.533123,643.533123
886,18/09/2017,,612,612,612,0.951,,,643.533123,643.533123,643.533123
887,25/09/2017,,608,608,608,0.951,,,639.3270242,639.3270242,639.3270242
888,2/10/2017,,600,600,600,0.956,,,627.6150628,627.6150628,627.6150628
889,9/10/2017,,600,600,600,0.956,,,627.6150628,627.6150628,627.6150628
890,16/10/2017,,600,600,600,0.956,,,627.6150628,627.6150628,627.6150628
891,23/10/2017,,610,610,610,0.956,,,638.0753138,638.0753138,638.0753138
892,30/10/2017,,620,620,620,0.956,,,648.5355649,648.5355649,648.5355649
893,6/11/2017,,625,625,625,0.956,,,653.7656904,653.7656904,653.7656904
894,13/11/2017,,638,638,638,0.956,,,667.3640167,667.3640167,667.3640167
895,20/11/2017,,638,638,638,0.956,,,667.3640167,667.3640167,667.3640167
896,27/11/2017,,635,635,635,0.956,,,664.2259414,664.2259414,664.2259414
897,4/12/2017,,643,643,643,0.956,,,672.5941423,672.5941423,672.5941423
898,11/12/2017,,650,650,650,0.956,,,679.916318,679.916318,679.916318
899,18/12/2017,,655,655,655,0.956,,,685.1464435,685.1464435,685.1464435
900,25/12/2017,,660,660,660,0.956,,,690.376569,690.376569,690.376569
901,1/01/2018,,665,665,665,0.961,,,691.987513,691.987513,691.987513
902,8/01/2018,,670,670,670,0.961,,,697.1904266,697.1904266,697.1904266
903,15/01/2018,,660,660,660,0.961,,,686.7845994,686.7845994,686.7845994
904,22/01/2018,,640,640,640,0.961,,,665.9729448,665.9729448,665.9729448
905,29/01/2018,,638,638,638,0.961,,,663.8917794,663.8917794,663.8917794
906,5/02/2018,,638,638,638,0.961,,,663.8917794,663.8917794,663.8917794
907,12/02/2018,,623,623,623,0.961,,,648.2830385,648.2830385,648.2830385
908,19/02/2018,,613,613,613,0.961,,,637.8772112,637.8772112,637.8772112
909,26/02/2018,,620,620,620,0.961,,,645.1612903,645.1612903,645.1612903
910,5/03/2018,,620,620,620,0.961,,,645.1612903,645.1612903,645.1612903
911,12/03/2018,,615,615,615,0.961,,,639.9583767,639.9583767,639.9583767
912,19/03/2018,,618,618,618,0.961,,,643.0801249,643.0801249,643.0801249
913,26/03/2018,,618,618,618,0.961,,,643.0801249,643.0801249,643.0801249
914,2/04/2018,,623,623,623,0.964,,,646.2655602,646.2655602,646.2655602
915,9/04/2018,,610,610,610,0.964,,,632.780083,632.780083,632.780083
916,16/04/2018,,605,605,605,0.964,,,627.593361,627.593361,627.593361
917,23/04/2018,,605,605,605,0.964,,,627.593361,627.593361,627.593361
918,30/04/2018,,605,605,605,0.964,,,627.593361,627.593361,627.593361
919,7/05/2018,,597,597,597,0.964,,,619.2946058,619.2946058,619.2946058
920,14/05/2018,,600,600,600,0.964,,,622.406639,622.406639,622.406639
921,21/05/2018,,605,605,605,0.964,,,627.593361,627.593361,627.593361
922,28/05/2018,,608,608,608,0.964,,,630.7053942,630.7053942,630.7053942
923,4/06/2018,,610,610,610,0.964,,,632.780083,632.780083,632.780083
924,11/06/2018,,630,630,630,0.964,,,653.526971,653.526971,653.526971
925,18/06/2018,,635,635,635,0.964,,,658.7136929,658.7136929,658.7136929
926,25/06/2018,,645,645,645,0.964,,,669.0871369,669.0871369,669.0871369
927,2/07/2018,,685,685,685,0.968,,,707.6446281,707.6446281,707.6446281
928,9/07/2018,,703,703,703,0.968,,,726.2396694,726.2396694,726.2396694
929,16/07/2018,,718,718,718,0.968,,,741.7355372,741.7355372,741.7355372
930,23/07/2018,,750,758,745,0.968,,,774.7933884,783.0578512,769.6280992
931,30/07/2018,,730,763,763,0.968,,,754.1322314,788.2231405,788.2231405
932,6/08/2018,,760,760,760,0.968,,,785.1239669,785.1239669,785.1239669
933,13/08/2018,,785,785,785,0.968,,,810.9504132,810.9504132,810.9504132
934,20/08/2018,,785,785,785,0.968,,,810.9504132,810.9504132,810.9504132
935,27/08/2018,,805,805,805,0.968,,,831.6115702,831.6115702,831.6115702
936,3/09/2018,,828,828,828,0.968,,,855.3719008,855.3719008,855.3719008
937,10/09/2018,,840,840,840,0.968,,,867.768595,867.768595,867.768595
938,17/09/2018,,813,813,813,0.968,,,839.8760331,839.8760331,839.8760331
939,24/09/2018,,780,780,780,0.968,,,805.785124,805.785124,805.785124
940,1/10/2018,,720,720,720,0.974,,,739.2197125,739.2197125,739.2197125
941,8/10/2018,,720,720,720,0.974,,,739.2197125,739.2197125,739.2197125
942,15/10/2018,,743,743,743,0.974,,,762.8336756,762.8336756,762.8336756
943,22/10/2018,,760,760,760,0.974,,,780.2874743,780.2874743,780.2874743
944,29/10/2018,,767,767,767,0.974,,,787.4743326,787.4743326,787.4743326
945,5/11/2018,,713,713,713,0.974,,,732.0328542,732.0328542,732.0328542
946,12/11/2018,,723,723,723,0.974,,,742.2997947,742.2997947,742.2997947
947,19/11/2018,,727,727,727,0.974,,,746.4065708,746.4065708,746.4065708
948,26/11/2018,,727,727,727,0.974,,,746.4065708,746.4065708,746.4065708
949,3/12/2018,,730,730,730,0.974,,,749.486653,749.486653,749.486653
950,10/12/2018,,727,727,727,0.974,,,746.4065708,746.4065708,746.4065708
951,17/12/2018,,723,725.25,725.25,0.974,,,742.2997947,744.6098563,744.6098563
952,24/12/2018,,719,723.5,723.5,0.974,,,738.1930185,742.8131417,742.8131417
953,31/12/2018,,715,721.75,721.75,0.974,,,734.0862423,741.0164271,741.0164271
954,7/01/2019,,711,720,720,0.974,,,729.9794661,739.2197125,739.2197125
955,14/01/2019,,707,707,707,0.974,,,725.8726899,725.8726899,725.8726899
956,21/01/2019,,700,700,700,0.974,,,718.6858316,718.6858316,718.6858316
957,28/01/2019,,693,693,693,0.974,,,711.4989733,711.4989733,711.4989733
958,4/02/2019,,693,693,693,0.974,,,711.4989733,711.4989733,711.4989733
959,11/02/2019,,657,657,657,0.974,,,674.5379877,674.5379877,674.5379877
960,18/02/2019,,677,677,677,0.974,,,695.0718686,695.0718686,695.0718686
961,25/02/2019,,677,677,677,0.974,,,695.0718686,695.0718686,695.0718686
962,4/03/2019,,657,657,657,0.974,,,674.5379877,674.5379877,674.5379877
963,11/03/2019,,657,657,657,0.974,,,674.5379877,674.5379877,674.5379877
964,18/03/2019,,640,640,640,0.974,,,657.0841889,657.0841889,657.0841889
